,RespondentID,Knowledge,Interest,Algeria,Argentina,Australia,Belgium,Bosnia and Herzegovina,Brazil,Cameroon,Chile,Colombia,Costa Rica,Croatia,Ecuador,England,France,Germany,Ghana,Greece,Honduras,Iran,Italy,Ivory Coast,Japan,Mexico,the Netherlands,Nigeria,Portugal,Russia,South Korea,Spain,Switzerland,United States,Uruguay,China,India,Thailand,Turkey,Cuba,Ethiopia,Vietnam,Ireland,Gender,Age,Household Income,Education,Location
1157,3306445000,Novice,Not much,,,,,,,,,,,,,2.0,2.0,3.0,,3.0,,,3.0,,,3.0,,,,,,,,5.0,,3.0,,3.0,,,,,,Female,> 60,"$50,000 - $99,999",Bachelor degree,South Atlantic
1158,3306443988,Intermediate,Some,3.0,3.0,,,,,,3.0,,,,3.0,3.0,4.0,3.0,,4.0,,3.0,4.0,,3.0,3.0,3.0,,3.0,3.0,,4.0,,4.0,,3.0,3.0,,3.0,3.0,,3.0,4.0,Female,45-60,"$25,000 - $49,999",Graduate degree,New England
1159,3306443892,Novice,Some,,,,,,,,,,,,,3.0,4.0,3.0,,3.0,,,4.0,,3.0,4.0,,,4.0,,,4.0,4.0,4.0,,3.0,2.0,,,,,,3.0,Male,> 60,"$50,000 - $99,999",Bachelor degree,West North Central
1160,3306443874,Novice,Some,,,,,,,,,,,,,4.0,4.0,,,3.0,,,4.0,,4.0,4.0,,4.0,,,3.0,3.0,,5.0,,4.0,3.0,,,3.0,3.0,,,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,West South Central
1161,3306443845,Advanced,A lot,,4.0,3.0,,,3.0,,,,,,3.0,3.0,3.0,4.0,,4.0,,,4.0,,5.0,4.0,4.0,,4.0,2.0,,3.0,4.0,3.0,,4.0,5.0,4.0,,5.0,,4.0,3.0,Female,30-44,"$50,000 - $99,999",Bachelor degree,New England
1162,3306443744,Novice,Not much,,,4.0,,,3.0,,,,,,,4.0,3.0,5.0,,3.0,,,5.0,,3.0,4.0,,,,2.0,,4.0,,5.0,,4.0,1.0,3.0,,3.0,,3.0,3.0,Female,30-44,"$100,000 - $149,999",Bachelor degree,West North Central
1163,3306443601,Intermediate,A lot,,,,4.0,,,,,,4.0,,,3.0,3.0,3.0,,5.0,,,5.0,,5.0,5.0,,,,,,5.0,,5.0,,5.0,3.0,5.0,,4.0,,3.0,,Female,30-44,"$100,000 - $149,999",Graduate degree,Middle Atlantic
1164,3306443553,Intermediate,A lot,,,,,,4.0,5.0,5.0,4.0,5.0,,,4.0,4.0,4.0,,5.0,,5.0,5.0,,4.0,5.0,,5.0,3.0,,5.0,,,5.0,,5.0,5.0,5.0,4.0,4.0,4.0,4.0,,Female,45-60,"$50,000 - $99,999",Graduate degree,West South Central
1165,3306442941,Intermediate,Some,,,,,,4.0,,4.0,,,,,3.0,4.0,4.0,,4.0,,,4.0,,4.0,5.0,,4.0,4.0,,,5.0,3.0,4.0,,4.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,Male,> 60,"$150,000+",Graduate degree,East North Central
1166,3306441987,Advanced,A lot,,4.0,,4.0,,,,,,,,,2.0,5.0,3.0,,5.0,,,5.0,,2.0,4.0,2.0,,4.0,3.0,4.0,4.0,4.0,5.0,,5.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,Female,45-60,,Graduate degree,East North Central
1167,3306441968,Intermediate,Some,,4.0,,,,3.0,,,4.0,3.0,3.0,,2.0,3.0,2.0,,4.0,4.0,,5.0,,,5.0,,,,4.0,3.0,4.0,,3.0,,2.0,2.0,2.0,5.0,4.0,,,3.0,Female,30-44,"$50,000 - $99,999",Graduate degree,East North Central
1168,3306441838,Novice,Some,,3.0,3.0,3.0,,,,,3.0,,,,3.0,3.0,3.0,,3.0,,,4.0,,3.0,4.0,3.0,,,,,3.0,,4.0,,2.0,2.0,,,3.0,,3.0,3.0,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,West South Central
1169,3306441827,Expert,A lot,,5.0,4.0,5.0,,4.0,,5.0,4.0,4.0,,3.0,4.0,4.0,4.0,,5.0,3.0,,5.0,3.0,4.0,3.0,4.0,2.0,5.0,,3.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,2.0,Female,> 60,,Graduate degree,Mountain
1170,3306441817,Intermediate,Some,,3.0,3.0,,,,,,,,,,3.0,4.0,4.0,,4.0,,,5.0,,3.0,3.0,,,,3.0,,3.0,,3.0,,3.0,3.0,3.0,3.0,,,,,Male,> 60,"$50,000 - $99,999",Bachelor degree,East North Central
1171,3306441468,Intermediate,A lot,,,,,2.0,2.0,,,,,,,2.0,4.0,3.0,,3.0,,,5.0,,3.0,4.0,,,3.0,3.0,,4.0,3.0,5.0,,3.0,3.0,,,3.0,2.0,3.0,2.0,Female,> 60,"$25,000 - $49,999",High school degree,West North Central
1172,3306441221,Intermediate,A lot,,4.0,3.0,3.0,,,,4.0,4.0,4.0,,4.0,5.0,4.0,4.0,,5.0,5.0,,5.0,,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,,4.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,Female,30-44,"$50,000 - $99,999",Graduate degree,West South Central
1173,3306441146,Novice,Some,4.0,5.0,4.0,4.0,,5.0,,4.0,4.0,4.0,,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,Female,> 60,"$150,000+",Some college or Associate degree,West South Central
1174,3306440989,Intermediate,A lot,,4.0,,,,,,,3.0,,,4.0,3.0,5.0,3.0,4.0,5.0,,,5.0,,5.0,5.0,,,,2.0,4.0,5.0,,5.0,,4.0,5.0,5.0,,4.0,,4.0,3.0,Female,30-44,"$25,000 - $49,999",Graduate degree,Mountain
1175,3306440925,Intermediate,Some,,,3.0,,,,,,,,,,4.0,3.0,5.0,,5.0,,,5.0,,2.0,4.0,,,,,,3.0,,4.0,,4.0,3.0,,,3.0,,,4.0,Female,45-60,,Bachelor degree,East South Central
1176,3306440874,Intermediate,Some,,3.0,,4.0,,3.0,,,,,,,2.0,5.0,4.0,,4.0,,,4.0,,,4.0,,,,,,,4.0,4.0,,4.0,3.0,3.0,3.0,,,3.0,3.0,,,,,
1177,3306440380,Advanced,Some,2.0,,3.0,2.0,,3.0,,,2.0,3.0,,,3.0,4.0,3.0,,5.0,,,4.0,,4.0,3.0,,,,3.0,2.0,2.0,,4.0,,3.0,3.0,4.0,,4.0,,2.0,4.0,Female,30-44,"$150,000+",Some college or Associate degree,South Atlantic
1178,3306440274,Novice,Some,,,,3.0,,,,,,,,,3.0,4.0,3.0,,,,,5.0,,3.0,3.0,3.0,,,,,3.0,,3.0,,4.0,,3.0,,,,,,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
1179,3306440215,Novice,Not much,,,3.0,,,,,,,,,,4.0,3.0,5.0,,3.0,,,3.0,,3.0,3.0,,,,,,,,3.0,,3.0,,3.0,,3.0,,,3.0,Female,45-60,"$0 - $24,999",Less than high school degree,West South Central
1180,3306439775,Intermediate,Not much,,,,,,,,,,,,,3.0,,,,,,,4.0,,3.0,3.0,,,,,,,,4.0,,4.0,,,,,,,,Male,> 60,,Graduate degree,Pacific
1181,3306439190,Novice,A lot,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,3.0,,4.0,,4.0,,4.0,,,,,,,,,,
1182,3306438888,Intermediate,Some,,5.0,,,,3.0,,,4.0,3.0,,,4.0,5.0,4.0,,4.0,,,5.0,,4.0,4.0,,,,3.0,,4.0,,5.0,5.0,4.0,5.0,4.0,,4.0,,5.0,,Male,45-60,,Graduate degree,West South Central
1183,3306438281,Intermediate,Some,,3.0,4.0,4.0,,,,,,,,,4.0,3.0,4.0,,5.0,,,4.0,,4.0,4.0,4.0,,3.0,3.0,,4.0,5.0,4.0,,4.0,2.0,3.0,3.0,3.0,,,3.0,Female,> 60,,Bachelor degree,Mountain
1184,3306438014,Intermediate,A lot,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,4.0,3.0,3.0,4.0,,3.0,3.0,3.0,4.0,3.0,3.0,,3.0,3.0,4.0,,4.0,2.0,Male,> 60,"$25,000 - $49,999",Some college or Associate degree,Mountain
1185,3306437843,Novice,Some,,,,,,,,,,,,,3.0,3.0,3.0,,3.0,,,5.0,,3.0,3.0,,,,,,,3.0,4.0,,4.0,3.0,3.0,,3.0,,,3.0,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,Pacific
1186,3306435606,Intermediate,Some,,,,,,,,,,4.0,,,3.0,3.0,3.0,,4.0,,,5.0,,5.0,5.0,,,,,,,,4.0,,2.0,4.0,5.0,,3.0,,5.0,4.0,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,New England
1188,3306434705,Intermediate,Some,,,,,,3.0,,4.0,3.0,,,,,,,1.0,5.0,,,4.0,,,4.0,,,,,3.0,,,,,1.0,,,,,,,,Female,18-29,"$0 - $24,999",Some college or Associate degree,East North Central
1189,3306434409,Novice,Some,,,,,,,,,,,,,,,,,4.0,,,4.0,,,5.0,,,,,,,,4.0,,,4.0,4.0,,,,,,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,Mountain
1190,3306434283,Novice,Some,,,,,,,,,,,,,4.0,4.0,5.0,,5.0,,,5.0,,5.0,4.0,,,,4.0,,,4.0,5.0,,5.0,3.0,,,3.0,,,4.0,Female,> 60,"$150,000+",Some college or Associate degree,Middle Atlantic
1191,3306432943,Novice,Not much,2.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,Male,> 60,"$25,000 - $49,999",Some college or Associate degree,East North Central
1192,3306432910,Novice,A lot,4.0,4.0,3.0,,,4.0,,4.0,4.0,4.0,,4.0,2.0,4.0,,4.0,4.0,4.0,4.0,3.0,,4.0,4.0,,,,,,,,3.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,,Female,18-29,"$0 - $24,999",Bachelor degree,Mountain
1193,3306430769,Novice,Not much,,,,4.0,,,,,,,,,2.0,5.0,4.0,,4.0,,,4.0,,,4.0,3.0,,,,,4.0,4.0,4.0,,4.0,3.0,3.0,,3.0,,3.0,3.0,Male,> 60,"$150,000+",Graduate degree,Mountain
1194,3306430644,Novice,Not much,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,Male,> 60,"$25,000 - $49,999",Graduate degree,East North Central
1195,3306430623,Intermediate,Some,,,3.0,,,,,3.0,,,,,3.0,3.0,4.0,,4.0,,,5.0,,3.0,5.0,5.0,,,3.0,4.0,5.0,5.0,5.0,,5.0,,,,3.0,,,4.0,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,Pacific
1196,3306430368,Advanced,A lot,5.0,4.0,2.0,2.0,,3.0,,3.0,3.0,4.0,,4.0,3.0,5.0,2.0,,5.0,,4.0,5.0,,5.0,4.0,,,4.0,4.0,4.0,5.0,,3.0,,5.0,5.0,5.0,,4.0,4.0,5.0,4.0,Female,45-60,"$25,000 - $49,999",Bachelor degree,South Atlantic
1197,3306429859,Intermediate,Some,,,,,,,,,,,,,3.0,3.0,,,4.0,,,4.0,,4.0,4.0,,,,,,5.0,,5.0,,4.0,3.0,,,,,,,Female,30-44,"$50,000 - $99,999",Graduate degree,West South Central
1198,3306427828,Intermediate,Some,,,,,,,,3.0,,3.0,,3.0,2.0,3.0,,,2.0,3.0,2.0,4.0,,2.0,4.0,,,,2.0,3.0,4.0,,4.0,,3.0,2.0,1.0,,3.0,,1.0,2.0,Female,18-29,"$150,000+",Some college or Associate degree,Middle Atlantic
1199,3306427597,Novice,Not much,,,3.0,,,,,,,,,,2.0,,2.0,,,,,4.0,,2.0,4.0,,,,,,,,4.0,,1.0,1.0,1.0,,,,1.0,,Male,45-60,,Bachelor degree,South Atlantic
1200,3306427286,Intermediate,Some,2.0,3.0,3.0,,,3.0,,4.0,,,,,2.0,4.0,4.0,,4.0,,,5.0,,3.0,5.0,,,4.0,4.0,4.0,5.0,,5.0,3.0,4.0,4.0,4.0,,3.0,2.0,3.0,4.0,Male,> 60,,Bachelor degree,Middle Atlantic
1201,3306427060,Intermediate,Some,,3.0,2.0,,,4.0,,3.0,,4.0,,4.0,2.0,4.0,3.0,,4.0,3.0,,5.0,,4.0,5.0,3.0,,,2.0,,3.0,2.0,3.0,,4.0,5.0,5.0,,4.0,4.0,4.0,,Male,45-60,"$25,000 - $49,999",Bachelor degree,Mountain
1202,3306426592,Novice,Some,,,,,,,,,,,,,,,,,,,,5.0,,,2.0,,,4.0,3.0,,,,2.0,,3.0,,,,,,,3.0,Female,18-29,,Some college or Associate degree,Middle Atlantic
1204,3306425713,Novice,Not at all,,,,,,,,,,,,,3.0,3.0,,,2.0,2.0,,4.0,,3.0,3.0,,,,,,,,3.0,,3.0,1.0,,,,,,3.0,Male,30-44,"$100,000 - $149,999",Some college or Associate degree,West South Central
1206,3306425367,Novice,A lot,,,4.0,,,4.0,,4.0,3.0,3.0,,,2.0,5.0,2.0,,4.0,,,5.0,,3.0,3.0,4.0,,,,,4.0,,5.0,,3.0,3.0,,,4.0,3.0,2.0,,Female,18-29,,Some college or Associate degree,West South Central
1207,3306425202,Novice,Some,,,,,,,,,,,,,,3.0,4.0,,3.0,,,4.0,,4.0,4.0,,,,,,,,4.0,,5.0,3.0,,,,,3.0,3.0,Male,30-44,"$25,000 - $49,999",Bachelor degree,West South Central
1208,3306424441,Intermediate,A lot,,4.0,3.0,4.0,,4.0,,4.0,3.0,3.0,,,3.0,5.0,4.0,,5.0,,,5.0,,4.0,5.0,3.0,,3.0,,4.0,4.0,4.0,4.0,,4.0,3.0,4.0,3.0,3.0,,3.0,3.0,Female,45-60,,Bachelor degree,East North Central
1209,3306424409,Intermediate,Some,,3.0,,3.0,,3.0,,,,,,,3.0,3.0,3.0,,3.0,,,4.0,,4.0,3.0,,,3.0,,3.0,3.0,3.0,4.0,,4.0,2.0,3.0,,3.0,,3.0,3.0,Male,> 60,"$150,000+",Bachelor degree,Middle Atlantic
1211,3306423577,Novice,A lot,,,,,,,,,,,,,3.0,4.0,2.0,,5.0,,,5.0,,5.0,5.0,,,,,3.0,5.0,,4.0,,4.0,2.0,4.0,,4.0,,3.0,3.0,Female,45-60,,Some college or Associate degree,West South Central
1212,3306423149,Advanced,A lot,,4.0,,3.0,,4.0,,,,3.0,,,4.0,5.0,3.0,,4.0,3.0,,4.0,,5.0,3.0,3.0,,,3.0,4.0,4.0,,3.0,,4.0,5.0,4.0,,4.0,,4.0,3.0,Male,> 60,"$150,000+",Graduate degree,West South Central
1213,3306422662,Intermediate,A lot,,,,3.0,,,,,,,,,3.0,5.0,4.0,,4.0,,4.0,5.0,,5.0,5.0,,,,4.0,,5.0,3.0,5.0,,5.0,5.0,4.0,4.0,4.0,,4.0,3.0,Female,30-44,"$150,000+",Bachelor degree,Pacific
1214,3306421713,Intermediate,Some,,4.0,3.0,,,5.0,,3.0,3.0,,,3.0,2.0,3.0,4.0,,4.0,,3.0,4.0,,4.0,3.0,3.0,,4.0,3.0,2.0,3.0,3.0,4.0,,4.0,4.0,4.0,3.0,5.0,2.0,2.0,3.0,Female,30-44,"$150,000+",Bachelor degree,West South Central
1215,3306421701,Intermediate,Some,,4.0,3.0,4.0,,4.0,,4.0,3.0,4.0,,,3.0,4.0,4.0,,5.0,3.0,,5.0,,4.0,4.0,4.0,,,4.0,3.0,4.0,4.0,3.0,,3.0,,3.0,4.0,,,4.0,3.0,Female,> 60,"$100,000 - $149,999",Bachelor degree,Mountain
1216,3306420691,Novice,Some,,,,,,,,,,,,,,4.0,3.0,,,,,5.0,,,5.0,,,,,,,,4.0,,3.0,3.0,,,,4.0,,,Female,18-29,"$50,000 - $99,999",Bachelor degree,West North Central
1217,3306420638,Novice,Not much,,,,,,,,,,,,,3.0,3.0,3.0,,4.0,,,4.0,,4.0,5.0,,,,,,,,5.0,,4.0,3.0,,,,,,3.0,Female,> 60,,Bachelor degree,Pacific
1218,3306420559,Intermediate,Some,4.0,4.0,3.0,3.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,4.0,3.0,4.0,,2.0,4.0,3.0,,4.0,,2.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,,3.0,Female,> 60,"$50,000 - $99,999",Graduate degree,West South Central
1219,3306420548,Advanced,A lot,,4.0,,,,4.0,,4.0,4.0,5.0,,4.0,2.0,4.0,2.0,4.0,4.0,4.0,,5.0,4.0,5.0,5.0,,,,2.0,4.0,5.0,,5.0,4.0,4.0,5.0,4.0,,4.0,4.0,,2.0,Female,18-29,,Graduate degree,Pacific
1220,3306419904,Intermediate,Not much,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,Female,30-44,,Bachelor degree,New England
1221,3306419715,Intermediate,Some,,4.0,3.0,,,4.0,,3.0,4.0,,,4.0,3.0,4.0,3.0,,3.0,,,5.0,4.0,5.0,5.0,3.0,,3.0,4.0,5.0,5.0,4.0,3.0,,5.0,5.0,5.0,,5.0,4.0,5.0,3.0,Male,30-44,"$0 - $24,999",Bachelor degree,Pacific
1222,3306418122,Intermediate,A lot,,,,3.0,,,,,,3.0,,,2.0,3.0,3.0,,,,,4.0,,4.0,4.0,3.0,,,,4.0,4.0,,3.0,,4.0,4.0,4.0,,3.0,,4.0,,Female,> 60,,Graduate degree,Mountain
1224,3306417200,Novice,Some,,,,,,,,,,,,,2.0,,2.0,,4.0,,,4.0,,3.0,,3.0,,,,,,,2.0,,,3.0,,,,,,,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,East South Central
1225,3306416693,Intermediate,Some,,,,,,,,,,,,,,3.0,3.0,,3.0,,,3.0,,,5.0,,,,,,3.0,,5.0,,4.0,3.0,3.0,,3.0,,,,Male,> 60,,Some college or Associate degree,East North Central
1226,3306416130,Novice,Some,,2.0,,,,,,,,4.0,,,2.0,4.0,3.0,,4.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
1228,3306415654,Intermediate,A lot,,3.0,,,,,,,,,,,3.0,3.0,2.0,,3.0,,,4.0,,4.0,3.0,,,,2.0,3.0,3.0,,3.0,,3.0,4.0,4.0,,4.0,,3.0,2.0,Female,30-44,"$25,000 - $49,999",Bachelor degree,Mountain
1229,3306415381,Novice,Some,,,,,,,,,,,,,,,,,,,,4.0,,5.0,4.0,,,,,,,,4.0,,3.0,2.0,,,,,,,Female,18-29,"$25,000 - $49,999",Bachelor degree,Mountain
1230,3306413596,Novice,Some,,,,,,,,,,,,,2.0,3.0,,,,,,4.0,,5.0,2.0,,,,,,,,5.0,,,,2.0,,,,,,Male,> 60,,Some college or Associate degree,East North Central
1231,3306413435,Novice,Not much,,,,,,,,,,,,,3.0,3.0,3.0,,,,,3.0,,,4.0,,,,,,3.0,,4.0,,3.0,,,,,,,,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,Mountain
1232,3306413146,Novice,Some,,,4.0,4.0,4.0,,,,,,3.0,,,,2.0,,4.0,,,4.0,,,5.0,4.0,,,4.0,,,,5.0,,3.0,,3.0,,,,,,Male,> 60,,Some college or Associate degree,West North Central
1233,3306412514,Intermediate,A lot,,3.0,3.0,3.0,,3.0,,,3.0,,,3.0,4.0,5.0,5.0,,5.0,,3.0,5.0,,4.0,5.0,3.0,3.0,3.0,,3.0,3.0,,5.0,,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,Female,> 60,"$150,000+",Graduate degree,Middle Atlantic
1234,3306411299,Intermediate,Not much,,,3.0,,,3.0,,3.0,4.0,3.0,,,3.0,2.0,3.0,,4.0,,2.0,4.0,,3.0,4.0,,,,,2.0,4.0,,4.0,,3.0,4.0,2.0,,4.0,,2.0,4.0,Female,30-44,"$100,000 - $149,999",Bachelor degree,South Atlantic
1235,3306411292,Intermediate,A lot,,3.0,3.0,3.0,,3.0,,3.0,3.0,,,,3.0,3.0,3.0,,4.0,,3.0,4.0,,3.0,4.0,,,4.0,,,4.0,3.0,4.0,,3.0,4.0,3.0,,3.0,,,3.0,Female,30-44,"$100,000 - $149,999",Some college or Associate degree,West South Central
1236,3306411201,Intermediate,A lot,,,,3.0,,,,,,,,,3.0,5.0,4.0,,5.0,,,5.0,,4.0,5.0,3.0,,,3.0,3.0,,,4.0,,4.0,5.0,4.0,4.0,4.0,,,3.0,Female,18-29,"$50,000 - $99,999",Bachelor degree,Pacific
1237,3306410746,Advanced,A lot,,3.0,3.0,,,4.0,,4.0,4.0,4.0,,3.0,3.0,3.0,4.0,,5.0,4.0,,5.0,,4.0,5.0,,3.0,3.0,3.0,3.0,4.0,3.0,4.0,,5.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,,,,,
1238,3306410548,Novice,Not at all,,,,,,,,,,,,,,,,,,,,3.0,,,3.0,,,,,,,,4.0,,,,,,,,,,Female,> 60,"$25,000 - $49,999",Bachelor degree,East North Central
1239,3306409969,Intermediate,A lot,,,,,,,,,,,,,3.0,4.0,4.0,,5.0,,,5.0,,4.0,5.0,,,,,4.0,,,4.0,,4.0,3.0,5.0,,5.0,,5.0,3.0,Female,45-60,,Bachelor degree,Pacific
1240,3306409932,Advanced,A lot,,,,,,2.0,,,,,,,3.0,2.0,2.0,,4.0,,,4.0,,5.0,4.0,,,3.0,,4.0,3.0,4.0,3.0,,4.0,5.0,5.0,4.0,3.0,4.0,,2.0,Female,18-29,,Some college or Associate degree,Middle Atlantic
1241,3306409617,Novice,Some,,,,,,,,,,,,,3.0,3.0,5.0,,3.0,,,5.0,,4.0,3.0,,,,,2.0,4.0,,5.0,,3.0,2.0,,,3.0,,2.0,3.0,Female,> 60,,Some college or Associate degree,Mountain
1242,3306409447,Novice,Some,,,3.0,3.0,,4.0,,,,3.0,,,3.0,5.0,,,3.0,,,5.0,,4.0,3.0,,,,,,4.0,3.0,4.0,,3.0,3.0,3.0,,,,,,,,,,
1243,3306409114,Advanced,A lot,,,,5.0,,,,,,,5.0,,3.0,5.0,3.0,,5.0,,,5.0,,5.0,5.0,,,,2.0,4.0,,3.0,4.0,,,5.0,4.0,,4.0,2.0,4.0,3.0,Female,> 60,"$50,000 - $99,999",Graduate degree,West North Central
1244,3306408626,Intermediate,Not much,,,,,,,,,,,,,3.0,3.0,2.0,,2.0,,,3.0,,,,,,,,,,,4.0,3.0,3.0,,,,,,,2.0,Female,> 60,"$100,000 - $149,999",Bachelor degree,Middle Atlantic
1245,3306407251,Intermediate,Some,,3.0,3.0,,,,,3.0,3.0,,,,3.0,4.0,4.0,,4.0,,,5.0,,4.0,4.0,,,,,,4.0,3.0,5.0,,3.0,3.0,3.0,,3.0,,2.0,3.0,Female,45-60,"$50,000 - $99,999",High school degree,Pacific
1246,3306406509,Intermediate,Some,4.0,,,,,4.0,,,,,,,2.0,4.0,3.0,,4.0,,4.0,4.0,,5.0,4.0,,,4.0,3.0,,3.0,,3.0,,4.0,5.0,5.0,,3.0,3.0,4.0,2.0,Female,> 60,"$150,000+",Bachelor degree,Pacific
1247,3306406389,Intermediate,A lot,,3.0,,3.0,3.0,4.0,,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,4.0,,4.0,,4.0,4.0,,,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,,4.0,,4.0,,Male,45-60,"$25,000 - $49,999",Bachelor degree,Pacific
1248,3306406204,Novice,Some,,3.0,,4.0,,3.0,,3.0,,4.0,,,4.0,3.0,4.0,3.0,3.0,3.0,,5.0,,4.0,4.0,4.0,,,3.0,,3.0,4.0,4.0,,4.0,3.0,,,3.0,,,5.0,Female,> 60,"$0 - $24,999",Graduate degree,East North Central
1249,3306405945,Novice,Some,,,,,,,,,,,,,3.0,3.0,4.0,,,,,4.0,,,3.0,,,,,,,4.0,4.0,,4.0,,,,,,,,Female,> 60,"$25,000 - $49,999",Graduate degree,East North Central
1250,3306405516,Intermediate,A lot,3.0,3.0,,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,4.0,4.0,3.0,,4.0,,4.0,4.0,,4.0,3.0,,,3.0,3.0,3.0,3.0,3.0,1.0,,5.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,Female,> 60,,Graduate degree,New England
1251,3306405346,Intermediate,Some,3.0,3.0,3.0,,,,,4.0,3.0,4.0,,,3.0,4.0,3.0,,4.0,3.0,,5.0,,4.0,4.0,,,,5.0,2.0,4.0,,4.0,,4.0,3.0,2.0,,4.0,,2.0,2.0,Female,45-60,,Some college or Associate degree,West South Central
1252,3306405088,Novice,Not much,,,,,,,,,,,,,4.0,4.0,3.0,,4.0,,,4.0,,3.0,4.0,,,,,,,,3.0,,,,,,,,,,Male,> 60,,Graduate degree,Pacific
1254,3306404603,Intermediate,Some,,,,,,,,,,,,,3.0,3.0,4.0,,4.0,,,5.0,,,2.0,,,,,,3.0,4.0,3.0,,3.0,3.0,3.0,,,,3.0,3.0,Female,30-44,"$150,000+",Graduate degree,West North Central
1255,3306404510,Advanced,A lot,,3.0,,4.0,,,,,,,,,4.0,3.0,,,4.0,,,5.0,,5.0,3.0,,,,,,4.0,,5.0,,3.0,5.0,5.0,,3.0,,,5.0,Female,45-60,"$25,000 - $49,999",Bachelor degree,South Atlantic
1256,3306404467,Intermediate,A lot,,3.0,,,,,,,,3.0,,,3.0,4.0,3.0,,2.0,,4.0,5.0,,3.0,3.0,,,3.0,3.0,3.0,4.0,3.0,5.0,,2.0,5.0,,,,5.0,5.0,4.0,Female,> 60,"$25,000 - $49,999",High school degree,South Atlantic
1257,3306403589,Advanced,A lot,,,,,,,,,,,,,2.0,3.0,2.0,,4.0,,,3.0,,3.0,3.0,,,,2.0,4.0,,,2.0,,2.0,4.0,5.0,5.0,,,4.0,2.0,Female,18-29,"$25,000 - $49,999",Bachelor degree,New England
1258,3306403393,Intermediate,Some,,,3.0,3.0,,3.0,,,,3.0,4.0,,5.0,5.0,4.0,,4.0,,,5.0,,4.0,2.0,4.0,,,4.0,,2.0,4.0,5.0,,5.0,1.0,3.0,2.0,3.0,,,4.0,Female,> 60,,Graduate degree,Middle Atlantic
1260,3306403051,Advanced,A lot,,4.0,3.0,,,4.0,,4.0,4.0,4.0,,3.0,3.0,3.0,4.0,1.0,5.0,4.0,3.0,5.0,,4.0,5.0,,3.0,4.0,3.0,3.0,4.0,3.0,4.0,,5.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,Female,45-60,"$50,000 - $99,999",Graduate degree,Pacific
1261,3306402691,Novice,Some,,,3.0,4.0,,4.0,,,,4.0,,,3.0,5.0,3.0,,4.0,3.0,3.0,5.0,,4.0,3.0,,,,,,4.0,3.0,4.0,,3.0,,4.0,,,,,3.0,Male,45-60,"$50,000 - $99,999",Graduate degree,East North Central
1262,3306402617,Novice,Some,,3.0,,,,3.0,,2.0,,,,,4.0,4.0,4.0,,3.0,,,5.0,,5.0,5.0,,,3.0,,3.0,4.0,3.0,5.0,,5.0,2.0,,,3.0,,,4.0,Female,45-60,,Graduate degree,South Atlantic
